Time_sec,OpenLoop_Speed_Omega,ClosedLoop_Speed_Omega,Valve_Position_Xv
4.848484848484849,0.7341082759189408,0.9963690902730507,1.242288806002498
4.94949494949495,0.7324284135498926,0.9952108812381969,1.2428874206324938
5.05050505050505,0.7308312858692132,0.9945798757533797,1.2434395652248584
5.151515151515151,0.7293128181212643,0.9944382754272647,1.243948847216312
5.252525252525253,0.7278691362356806,0.9947190452428324,1.2444185940007697
5.353535353535354,0.726496556943445,0.9953353480958447,1.2448518746688695
5.454545454545454,0.7251915783797553,0.9961899149955343,1.245251520059877
5.555555555555555,0.723950871149708,0.9971836871254905,1.2456201412569732
5.656565656565657,0.7227712698340059,0.9982232230707503,1.2459601466467662
5.757575757575758,0.7216497649130156,0.999226533280278,1.2462737576544867
5.858585858585858,0.7205834950885734,1.0001271702750234,1.2465630232576677
5.959595959595959,0.7195697399839485,1.000876555625688,1.2468298333731416
6.0606060606060606,0.7186059132033391,1.001444654539054,1.2470759312048103
6.161616161616162,0.7176895557331948,1.0018192102518453,1.2473029246328686
6.262626262626262,0.7168183296685295,1.002003820535875,1.2475122967188892
6.363636363636363,0.7159900122482192,1.002015177356962,1.247705415395406
6.4646464646464645,0.7152024901840657,1.0018798002654816,1.2478835424033008
6.565656565656566,0.7144537542691598,1.0016305783504011,1.2480478415353886
6.666666666666667,0.7137418942517865,1.0013033996827636,1.2481993862400562
6.767676767676767,0.713065093961796,1.000934096872195,1.248339166634639
6.8686868686868685,0.7124216266770039,1.000555878550695,1.248468095974351
6.96969696969697,0.7118098507178011,1.0001973548538192,1.2485870166190398
7.070707070707071,0.7112282052587326,0.9998812051943912,1.2486967055367428
7.171717171717171,0.7106752063463595,0.9996234828067444,1.248797879380009
7.2727272727272725,0.710149443113246,0.9994335056109349,1.2488911991681482
7.373737373737374,0.7096495741784087,0.9993142487354082,1.2489772746060002
7.474747474747475,0.7091743242250492,0.9992631313128539,1.2490566680674429
7.575757575757575,0.708722480746835,0.9992730787493402,1.2491298982696597
7.6767676767676765,0.7082928909544286,0.9993337405979155,1.2491974436621807
7.777777777777778,0.7078844588343746,0.9994327518892105,1.2492597455528307
7.878787878787879,0.7074961423528364,0.999556940340843,1.2493172109910156
7.979797979797979,0.7071269507970543,0.9996934011562494,1.2493702154271782
8.080808080808081,0.7067759422477369,0.9998303829999362,1.2494191051658048
8.181818181818182,0.7064422211759398,0.9999579512182992,1.249464199628005
8.282828282828282,0.7061249361583017,1.0000684157505209,1.2495057934384497
8.383838383838384,0.7058232777048048,1.0001565300797977,1.249544158350301
8.484848484848484,0.7055364761935217,1.00021948304116,1.2495795450207128
8.585858585858587,0.7052637999070763,1.000256716758748,1.2496121846484978
8.686868686868687,0.7050045531658129,1.00026961124119,1.2496422904846656
8.787878787878787,0.7047580745529061,1.0002610793596638,1.249670059225698
8.88888888888889,0.7045237352268858,1.0002351154799722,1.249695672298666
8.98989898989899,0.7043009373172746,1.0001963375259504,1.2497192970465834
9.09090909090909,0.7040891123992373,1.0001495564477976,1.2497410878217412
9.191919191919192,0.7038877200433583,1.0000993997373848,1.2497611869941703
